question_id,question,reference_answer,generated_answer,cosine_similarity_pct,classification
45,هل يوجد اختبار قبول أو مقابلة شخصية للتحويل؟ وكيف أعلم بذلك؟,"نعم، ولكن في بعض التخصصات مثل:
كلية الطب
طب الأسنان
التربية
التصاميم والفنون
وسيتم إفادة المتقدم بموعد ومكان الاختبار عن طريق الكلية.",نعم ولكن في بعض التخصصات مثل: كلية الطب طب الأسنان التعليم تصاميم وفنون سيتم إبلاغ المتقدم بموعد ومكان الاختبار من خلال الكلية.,41.28,متوسط
46,هل يمكن التحويل من الكليات النظرية إلى الكليات العلمية؟,"نعم، كلية العلوم بالمدينة فقط وفق الشروط التالية:
أن يكون حاصلًا على الثانوية العامة مسار علمي.
أن يكون حاصلًا على اختبار تحصيلي علمي (للطلاب).
أن يكون هناك مقاعد متاحة.",نعم كلية المدينة للعلوم فقط بالشروط التالية: أن يكون حاصلاً على شهادة الثانوية العامة المسار العلمي. أن يكون لديه اختبار تحصيل دراسي (للطلبة). يجب أن تكون هناك مقاعد متاحة.,32.41,متوسط
47,هل يوجد تحويل من الكليات النظرية إلى الكليات الصحية؟,نعم، كلية التمريض فقط، وحسب المفاضلة لأعلى معدل ووفق ضوابط وشروط الكلية.,نعم كلية التمريض فقط حسب تفضيل أعلى معدل ووفقا لقواعد وشروط الكلية.,18.13,منخفض
48,هل يوجد تحويل من الكليات العلمية إلى الكليات الصحية؟,"نعم:
كلية التمريض بالمدينة
كلية العلوم الطبية التطبيقية بينبع
كلية العلوم الطبية التطبيقية بالعلا
كلية التأهيل الطبي تخصص الأطراف الصناعية والأجهزة المساعدة
وذلك وفق دليل التحويل.",نعم: كلية المدينة للتمريض كلية العلوم الطبية التطبيقية بينبع كلية العلوم الطبية التطبيقية بالعلا كلية التأهيل الطبي متخصصة في الأطراف الصناعية والأجهزة المساعدة وهذا بحسب دليل التحويل.,69.17,مرتفع
49,معدلي عالي ولم أستطع التحويل لبعض التخصصات، لماذا؟,نظراً للإقبال الكبير لهذه التخصصات وبمعدلات عالية جداً، تم وضع حد أدنى للترشيح لهذه التخصصات.,ونظراً لكثرة الطلب على هذه التخصصات والمعدلات المرتفعة جداً، فقد تم وضع حد أدنى للترشيحات لهذه التخصصات.,26.04,منخفض
50,كيف يعرف الطالب نتيجة القبول؟,يجب على الطالب الدخول على حسابه عبر بوابة القبول الإلكتروني في المواعيد المعلنة والمحددة في الجدول الزمني للتقديم، ويساند ذلك إرسال رسائل نصية على جوال الطالب والبريد الإلكتروني.,يجب على الطالب تسجيل الدخول إلى حسابه عبر بوابة القبول الإلكتروني في المواعيد المعلنة والمحددة في جدول التقديم، ويدعم ذلك من خلال إرسال رسائل نصية على الهاتف المحمول والبريد الإلكتروني الخاص بالطالب.,46.83,متوسط
51,طالب دخل اختبار القدرات العامة أكثر من مرة، فماهي النتيجة التي يتم احتسابها في القبول؟,يتم احتساب أعلى نتيجة حصل عليها الطالب في اختبار القدرات العامة.,ردّاً على الاستفسار: يتم احتساب أعلى نتيجة حصل عليها الطالب في اختبار القدرات العامة.,79.95,مرتفع
52,طالب تأخر في ترتيب الرغبات في الموعد المحدد؟,إذا لم يتم ترتيب الرغبات في الفترة المحددة حسب الجدول الزمني للقبول، سيتم إلغاء الترشيح، ولا يحق للمتقدم بعد ذلك المطالبة بالمقعد.,وفي حال عدم ترتيب الطلبات خلال المدة المحددة حسب جدول القبول، سيتم إلغاء الترشيح، ولا يحق للمتقدم المطالبة بالمقعد.,29.43,منخفض
53,ماهي التخصصات المتاحة للقبول بالجامعة؟,يمكنك الدخول على رابط البرامج والتخصصات المتاحة على موقع بوابة القبول الإلكتروني للاطلاع عليها.,ويمكنكم الدخول إلى رابط البرامج والتخصصات المتوفرة على موقع بوابة القبول للاطلاع عليها.,46.99,متوسط
54,ماهي آلية المفاضلة في القبول؟,"يتم القبول عن طريق المفاضلة بين المتقدمين تنافسياً وفقاً لما يلي:
1- النسبة الموزونة.
2- ترتيب الرغبات.
3- توافر المقاعد المتاحة.
4- شروط الكليات.
(موقع الجامعة الرسمي - عمادة القبول والتسجيل - دليل القبول).",يتم القبول من خلال المقارنة التنافسية بين المتقدمين وفقاً لما يلي: 1- النسبة المرجحة. 2- ترتيب الرغبات. 3- توفر المقاعد المتوفرة. 4- شروط الكلية . (الموقع الرسمي للجامعة – عمادة القبول والتسجيل – دليل القبول).,40.31,متوسط
55,ماهي معايير القبول في الجامعة؟,يمكن الاطلاع على معايير القبول من خلال موقع الجامعة.,ويمكن الاطلاع على معايير القبول على موقع الجامعة.,49.29,متوسط
56,طالب سجل العام الماضي ولم يتم قبوله، هل يمكن التسجيل من التقديم القديم أم يلزم التقديم من جديد؟,يتوجب التقديم من جديد من خلال الدخول على بوابة القبول الإلكتروني.,يجب عليك التقديم مرة أخرى عن طريق تسجيل الدخول إلى بوابة القبول الإلكتروني.,17.27,منخفض
57,هل الأولوية في القبول الجامعي للحاصلين على شهادة الثانوية العامة لهذا العام؟,"القبول يتم وفق الشروط المعلنة على موقع الجامعة.
(عمادة القبول والتسجيل - دليل القبول).",القبول يكون حسب الشروط المعلنة على موقع الجامعة. (عمادة القبول والتسجيل – دليل القبول).,73.92,مرتفع
58,هل هناك ميزة لمن قدم في اليوم الأول أو اليوم التالي أو اليوم الأخير، حسب الجدول الزمني؟,لا، المفاضلة تكون حسب النسبة الموزونة والمقاعد المتاحة.,لا، يعتمد التفاضل على النسبة المرجحة والمقاعد المتوفرة.,11.23,منخفض
