question_id,question,reference_answer,generated_answer,cosine_similarity_pct,classification,notes
42,ماذا ينبغي أن أفعل بعد صدور النتيجة بالموافقة؟,يرجى مراجعة خطوات التحويل في دليل التحويل الداخلي والخارجي.,لم أجد إجابة صريحة في المصادر الجامعية المعتمدة.,,مستبعد,إجابة غير صالحة: نص فارغ/قصير جداً أو رد الـfallback الرسمي.
43,هل يعني ترشيحي للتحويل قبول نهائي؟,لا، سيتم القبول النهائي بعد المفاضلة لأعلى المعدلات وضوابط الكلية.,"بحسب البند 4، تعادل المقررات للطالب المطوي قيده أو المنسحب نهائياً من الجامعة عند قبوله برقم وسجل جديد.
المصدر المعتمد: [لائحة] لائحة الدراسة والاختبارات للمرحلة الجامعية، البند 4، الفصل السادس: التحويل والمعادلة > القواعد التنفيذية للمادة الرابعة والعشرين

⚠️ تنبيه: تعذّر إيجاد نص صريح يجيب على سؤالك بدقة عالية؛ يُنصح بمراجعة الدليل الجامعي أو الجهة المختصة للتحقق.",39.96,متوسط,confidence=low route=general
44,هل يشترط اختبار كفايات اللغة الإنجليزية للتحويل لتخصص اللغة الإنجليزية؟,نعم، يشترط الاختبار على جميع المتقدمين لتخصص اللغة الإنجليزية بدرجة 53 كحد أدنى، وحسب المقاعد الشاغرة.,لا تتوفر في المصادر الجامعية المعتمدة الحالية تغطية كافية لموضوع الزي الجامعي؛ لذلك لا أستطيع تقديم إجابة دقيقة الآن.,22.4,منخفض,confidence=low route=general
45,هل يوجد اختبار قبول أو مقابلة شخصية للتحويل؟ وكيف أعلم بذلك؟,"نعم، ولكن في بعض التخصصات مثل:
كلية الطب
طب الأسنان
التربية
التصاميم والفنون
وسيتم إفادة المتقدم بموعد ومكان الاختبار عن طريق الكلية.","وسيتم إفادة المتقدم بموعد ومكان الاختبار عن طريق الكلية
المصدر المعتمد: [أسئلة شائعة] هل يوجد اختبار قبول أو مقابلة شخصية للتحويل؟ وكيف أعلم بذلك؟

⚠️ تنبيه: تعذّر إيجاد نص صريح يجيب على سؤالك بدقة عالية؛ يُنصح بمراجعة الدليل الجامعي أو الجهة المختصة للتحقق.",47.28,متوسط,confidence=low route=general
46,هل يمكن التحويل من الكليات النظرية إلى الكليات العلمية؟,"نعم، كلية العلوم بالمدينة فقط وفق الشروط التالية:
أن يكون حاصلًا على الثانوية العامة مسار علمي.
أن يكون حاصلًا على اختبار تحصيلي علمي (للطلاب).
أن يكون هناك مقاعد متاحة.","أن يكون حاصلًا على الثانوية العامة مسار علمي أن يكون حاصلًا على اختبار تحصيلي علمي (للطلاب)
المصدر المعتمد: [أسئلة شائعة] هل يمكن التحويل من الكليات النظرية إلى الكليات العلمية؟",74.38,مرتفع,confidence=medium route=general
47,هل يوجد تحويل من الكليات النظرية إلى الكليات الصحية؟,نعم، كلية التمريض فقط، وحسب المفاضلة لأعلى معدل ووفق ضوابط وشروط الكلية.,"نعم، كلية التمريض فقط، وحسب المفاضلة لأعلى معدل ووفق ضوابط وشروط الكلية
المصدر المعتمد: [أسئلة شائعة] هل يوجد تحويل من الكليات النظرية إلى الكليات الصحية؟

⚠️ تنبيه: تعذّر إيجاد نص صريح يجيب على سؤالك بدقة عالية؛ يُنصح بمراجعة الدليل الجامعي أو الجهة المختصة للتحقق.",76.74,مرتفع,confidence=low route=general
48,هل يوجد تحويل من الكليات العلمية إلى الكليات الصحية؟,"نعم:
كلية التمريض بالمدينة
كلية العلوم الطبية التطبيقية بينبع
كلية العلوم الطبية التطبيقية بالعلا
كلية التأهيل الطبي تخصص الأطراف الصناعية والأجهزة المساعدة
وذلك وفق دليل التحويل.","وذلك وفق دليل التحويل
المصدر المعتمد: [أسئلة شائعة] هل يوجد تحويل من الكليات العلمية إلى الكليات الصحية؟

⚠️ تنبيه: تعذّر إيجاد نص صريح يجيب على سؤالك بدقة عالية؛ يُنصح بمراجعة الدليل الجامعي أو الجهة المختصة للتحقق.",60.14,مرتفع,confidence=low route=general
49,معدلي عالي ولم أستطع التحويل لبعض التخصصات، لماذا؟,نظراً للإقبال الكبير لهذه التخصصات وبمعدلات عالية جداً، تم وضع حد أدنى للترشيح لهذه التخصصات.,"نظراً للإقبال الكبير لهذه التخصصات وبمعدلات عالية جداً، تم وضع حد أدنى للترشيح لهذه التخصصات
المصدر المعتمد: [أسئلة شائعة] معدلي عالي ولم أستطع التحويل لبعض التخصصات، لماذا؟

⚠️ تنبيه: تعذّر إيجاد نص صريح يجيب على سؤالك بدقة عالية؛ يُنصح بمراجعة الدليل الجامعي أو الجهة المختصة للتحقق.",80.92,مرتفع,confidence=low route=general
50,كيف يعرف الطالب نتيجة القبول؟,يجب على الطالب الدخول على حسابه عبر بوابة القبول الإلكتروني في المواعيد المعلنة والمحددة في الجدول الزمني للتقديم، ويساند ذلك إرسال رسائل نصية على جوال الطالب والبريد الإلكتروني.,"يجب على الطالب الدخول على حسابه عبر بوابة القبول الإلكتروني في المواعيد المعلنة والمحددة في الجدول الزمني للتقديم، ويساند ذلك إرسال رسائل نصية على جوال الطالب والبريد الإلكتروني
المصدر المعتمد: [أسئلة شائعة] كيف يعرف الطالب نتيجة القبول؟",93.36,مرتفع,confidence=medium route=general
51,طالب دخل اختبار القدرات العامة أكثر من مرة، فماهي النتيجة التي يتم احتسابها في القبول؟,يتم احتساب أعلى نتيجة حصل عليها الطالب في اختبار القدرات العامة.,لم أجد إجابة صريحة في المصادر الجامعية المعتمدة.,,مستبعد,إجابة غير صالحة: نص فارغ/قصير جداً أو رد الـfallback الرسمي.
52,طالب تأخر في ترتيب الرغبات في الموعد المحدد؟,إذا لم يتم ترتيب الرغبات في الفترة المحددة حسب الجدول الزمني للقبول، سيتم إلغاء الترشيح، ولا يحق للمتقدم بعد ذلك المطالبة بالمقعد.,"إذا لم يتم ترتيب الرغبات في الفترة المحددة حسب الجدول الزمني للقبول، سيتم إلغاء الترشيح، ولا يحق للمتقدم بعد ذلك المطالبة بالمقعد
المصدر المعتمد: [أسئلة شائعة] طالب تأخر في ترتيب الرغبات في الموعد المحدد؟",90.35,مرتفع,confidence=medium route=general
53,ماهي التخصصات المتاحة للقبول بالجامعة؟,يمكنك الدخول على رابط البرامج والتخصصات المتاحة على موقع بوابة القبول الإلكتروني للاطلاع عليها.,"يمكنك الدخول على رابط البرامج والتخصصات المتاحة على موقع بوابة القبول الإلكتروني للاطلاع عليها
المصدر المعتمد: [أسئلة شائعة] ماهي التخصصات المتاحة للقبول بالجامعة؟

⚠️ تنبيه: تعذّر إيجاد نص صريح يجيب على سؤالك بدقة عالية؛ يُنصح بمراجعة الدليل الجامعي أو الجهة المختصة للتحقق.",75.02,مرتفع,confidence=low route=general
54,ماهي آلية المفاضلة في القبول؟,"يتم القبول عن طريق المفاضلة بين المتقدمين تنافسياً وفقاً لما يلي:
1- النسبة الموزونة.
2- ترتيب الرغبات.
3- توافر المقاعد المتاحة.
4- شروط الكليات.
(موقع الجامعة الرسمي - عمادة القبول والتسجيل - دليل القبول).","يتم القبول عن طريق المفاضلة بين المتقدمين تنافسياً وفقاً لما يلي: (موقع الجامعة الرسمي - عمادة القبول والتسجيل - دليل القبول)
المصدر المعتمد: [أسئلة شائعة] ماهي آلية المفاضلة في القبول؟",87.09,مرتفع,confidence=medium route=general
55,ماهي معايير القبول في الجامعة؟,يمكن الاطلاع على معايير القبول من خلال موقع الجامعة.,لم أجد إجابة صريحة في المصادر الجامعية المعتمدة.,,مستبعد,إجابة غير صالحة: نص فارغ/قصير جداً أو رد الـfallback الرسمي.
56,طالب سجل العام الماضي ولم يتم قبوله، هل يمكن التسجيل من التقديم القديم أم يلزم التقديم من جديد؟,يتوجب التقديم من جديد من خلال الدخول على بوابة القبول الإلكتروني.,لم أجد إجابة صريحة في المصادر الجامعية المعتمدة.,,مستبعد,إجابة غير صالحة: نص فارغ/قصير جداً أو رد الـfallback الرسمي.
57,هل الأولوية في القبول الجامعي للحاصلين على شهادة الثانوية العامة لهذا العام؟,"القبول يتم وفق الشروط المعلنة على موقع الجامعة.
(عمادة القبول والتسجيل - دليل القبول).","القبول يتم وفق الشروط المعلنة على موقع الجامعة (عمادة القبول والتسجيل - دليل القبول)
المصدر المعتمد: [أسئلة شائعة] هل الأولوية في القبول الجامعي للحاصلين على شهادة الثانوية العامة لهذا العام؟",80.23,مرتفع,confidence=medium route=general
58,هل هناك ميزة لمن قدم في اليوم الأول أو اليوم التالي أو اليوم الأخير، حسب الجدول الزمني؟,لا، المفاضلة تكون حسب النسبة الموزونة والمقاعد المتاحة.,لم أجد إجابة صريحة في المصادر الجامعية المعتمدة.,,مستبعد,إجابة غير صالحة: نص فارغ/قصير جداً أو رد الـfallback الرسمي.
