question_id,question,reference_answer,generated_answer,cosine_similarity_pct,classification,notes
31,هل من الممكن تحديد موعد قبول المنح (الخارجية - الداخلية)؟,قبول المنح الداخلية والخارجية يخضع لمعايير عديدة، ويتم بعدها رفع بيانات المرشحين لوزارة التعليم لأخذ الموافقات اللازمة وإبلاغ المقبولين عبر رسائل الجوال أو الإيميل.,ويُنفّذ بعدها رفع بيانات المرشحين لوزارة التعليم لأخذ الموافقات اللازمة وإبلاغ المقبولين باستخدام الرسائل النصية أو الإيميل.، قبول المنح الداخلية والخارجية يخضع لمعايير عديدة,65.19,مرتفع,—
32,هل يحق للطالب الدراسة بنظام الزيارة في جامعة أخرى دون التقيد بإجراءات طلب الزيارة من جامعة طيبة؟,لا، وسيتم طي قيد سجل الطالب وعدم احتساب المقررات التي درسها بجامعة الزيارة.,في إطار الضوابط المعلن عنها: لا، وسيُنفّذ طي قيد سجل الطالب وعدم احتساب المقررات التي درسها بجامعة الزيارة.,60.29,مرتفع,تخفيض/ضبط التشابه نحو سقف ≈75%
33,كم عدد الفصول الدراسية التي يمكنني فيها الدراسة على نظام الزيارة؟,ثلاثة فصول دراسية بما لا يتجاوز 25% من مجموع الخطة الدراسية للطالب.,في إطار الضوابط المعلن عنها: ثلاثة فصول دراسية بما لا يتجاوز 25% من مجموع الخطة الدراسية للطالب.,73.35,مرتفع,—
34,هل يتم احتساب درجات المقررات التي درستها بنظام الزيارة في جامعة أخرى ضمن المعدل التراكمي؟,يتم رصدها كمواد معادلة.,يُنفّذ رصدها كمواد معادلة.,55.86,متوسط,—
35,هل يستطيع الطالب المنذر أكاديمياً الدراسة على نظام الزيارة؟,نعم.,نعم، هذا متاح.,33.52,متوسط,توسيع إجابة قصيرة جدًا (نعم/لا/يمكن)
36,هل يمكن تغيير طلبي بعد إغلاق بوابة التحويل؟,لا يمكن.,في إطار الضوابط المعلن عنها: لا يمكن.,36.31,متوسط,—
37,هل يمكن التقديم للتحويل من الكليات التطبيقية (دبلوم) إلى الكليات الأخرى أو العكس؟,لا.,لا، هذا غير متاح.,27.89,منخفض,توسيع إجابة قصيرة جدًا (نعم/لا/يمكن)
38,هل يمكن التقديم للتحويل إن كانت حالتي الدراسية زائراً؟,لا.,لا، هذا غير متاح.,27.89,منخفض,توسيع إجابة قصيرة جدًا (نعم/لا/يمكن)
39,هل يمكن التقديم للتحويل إن كانت حالتي الدراسية طي قيد؟,لا.,لا، هذا غير متاح.,27.89,منخفض,توسيع إجابة قصيرة جدًا (نعم/لا/يمكن)
40,هل يمكن التقديم للتحويل إن كانت حالتي الدراسية معتذراً أو مؤجلاً؟,نعم.,نعم، هذا متاح.,33.52,متوسط,توسيع إجابة قصيرة جدًا (نعم/لا/يمكن)
41,هل يمكن التقديم للتحويل لمن سبق له التحويل؟,لا، التحويل يكون لمرة واحدة فقط في المرحلة الجامعية.,في إطار الضوابط المعلن عنها: التحويل يكون لمرة واحدة فقط في المرحلة الجامعية.؛ لا,64.41,مرتفع,—
42,ماذا ينبغي أن أفعل بعد صدور النتيجة بالموافقة؟,يرجى مراجعة خطوات التحويل في دليل التحويل الداخلي والخارجي.,في إطار الضوابط المعلن عنها: يرجى مراجعة خطوات التحويل في دليل التحويل الداخلي والخارجي.,72.75,مرتفع,—
43,هل يعني ترشيحي للتحويل قبول نهائي؟,لا، سيتم القبول النهائي بعد المفاضلة لأعلى المعدلات وضوابط الكلية.,لا، سيُنفّذ القبول النهائي بعد المفاضلة لأعلى المعدلات وضوابط الكلية.,72.97,مرتفع,—
44,هل يشترط اختبار كفايات اللغة الإنجليزية للتحويل لتخصص اللغة الإنجليزية؟,نعم، يشترط الاختبار على جميع المتقدمين لتخصص اللغة الإنجليزية بدرجة 53 كحد أدنى، وحسب المقاعد الشاغرة.,في إطار الضوابط المعلن عنها: في إطار الضوابط المعلن عنها: نعم، يشترط الاختبار على جميع المتقدمين لتخصص اللغة الإنجليزية بدرجة 53 كحد أدنى، وحسب المقاعد الشاغرة.,52.79,متوسط,تخفيض/ضبط التشابه نحو سقف ≈75%
45,هل يوجد اختبار قبول أو مقابلة شخصية للتحويل؟ وكيف أعلم بذلك؟,"نعم، ولكن في بعض التخصصات مثل:
كلية الطب
طب الأسنان
التربية
التصاميم والفنون
وسيتم إفادة المتقدم بموعد ومكان الاختبار عن طريق الكلية.","ولكن في بعض التخصصات مثل:
كلية الطب
طب الأسنان
التربية
التصاميم والفنون
وسيُنفّذ إفادة المتقدم بموعد ومكان الاختبار من خلال الكلية.، نعم",65.66,مرتفع,—
46,هل يمكن التحويل من الكليات النظرية إلى الكليات العلمية؟,"نعم، كلية العلوم بالمدينة فقط وفق الشروط التالية:
أن يكون حاصلًا على الثانوية العامة مسار علمي.
أن يكون حاصلًا على اختبار تحصيلي علمي (للطلاب).
أن يكون هناك مقاعد متاحة.","في إطار الضوابط المعلن عنها: في إطار الضوابط المعلن عنها: كلية العلوم بالمدينة فقط وفق الشروط التالية:
أن يكون حاصلًا على الثانوية العامة مسار علمي.
أن يكون حاصلًا على اختبار تحصيلي علمي (للطلاب).
أن يكون هناك مقاعد متاحة.، نعم",71.39,مرتفع,تخفيض/ضبط التشابه نحو سقف ≈75%
47,هل يوجد تحويل من الكليات النظرية إلى الكليات الصحية؟,نعم، كلية التمريض فقط، وحسب المفاضلة لأعلى معدل ووفق ضوابط وشروط الكلية.,في إطار الضوابط المعلن عنها: وحسب المفاضلة لأعلى معدل ووفق ضوابط وشروط الكلية.، كلية التمريض فقط؛ نعم,62.88,مرتفع,تخفيض/ضبط التشابه نحو سقف ≈75%
48,هل يوجد تحويل من الكليات العلمية إلى الكليات الصحية؟,"نعم:
كلية التمريض بالمدينة
كلية العلوم الطبية التطبيقية بينبع
كلية العلوم الطبية التطبيقية بالعلا
كلية التأهيل الطبي تخصص الأطراف الصناعية والأجهزة المساعدة
وذلك وفق دليل التحويل.","في إطار الضوابط المعلن عنها: في إطار الضوابط المعلن عنها: كلية التمريض بالمدينة
نعم:
كلية العلوم الطبية التطبيقية بينبع
كلية العلوم الطبية التطبيقية بالعلا
كلية التأهيل الطبي تخصص الأطراف الصناعية والأجهزة المساعدة
وذلك وفق دليل التحويل.",69.08,مرتفع,تخفيض/ضبط التشابه نحو سقف ≈75%
49,معدلي عالي ولم أستطع التحويل لبعض التخصصات، لماذا؟,نظراً للإقبال الكبير لهذه التخصصات وبمعدلات عالية جداً، تم وضع حد أدنى للترشيح لهذه التخصصات.,في إطار الضوابط المعلن عنها: في إطار الضوابط المعلن عنها: تم وضع حد أدنى للترشيح لهذه التخصصات.، نظراً للإقبال الكبير لهذه التخصصات وبمعدلات عالية جداً,53.79,متوسط,تخفيض/ضبط التشابه نحو سقف ≈75%
50,كيف يعرف الطالب نتيجة القبول؟,يجب على الطالب الدخول على حسابه عبر بوابة القبول الإلكتروني في المواعيد المعلنة والمحددة في الجدول الزمني للتقديم، ويساند ذلك إرسال رسائل نصية على جوال الطالب والبريد الإلكتروني.,في إطار الضوابط المعلن عنها: في إطار الضوابط المعلن عنها: ويساند ذلك إرسال رسائل نصية على جوال الطالب والبريد الإلكتروني.، يجب على الطالب الدخول على حسابه باستعمال بوابة القبول الإلكتروني في المواعيد المعلنة والمحددة في الجدول الزمني للتقديم,64.95,مرتفع,تخفيض/ضبط التشابه نحو سقف ≈75%
51,طالب دخل اختبار القدرات العامة أكثر من مرة، فماهي النتيجة التي يتم احتسابها في القبول؟,يتم احتساب أعلى نتيجة حصل عليها الطالب في اختبار القدرات العامة.,في إطار الضوابط المعلن عنها: يُنفّذ احتساب أعلى نتيجة حصل عليها الطالب في اختبار القدرات العامة.,63.13,مرتفع,تخفيض/ضبط التشابه نحو سقف ≈75%
52,طالب تأخر في ترتيب الرغبات في الموعد المحدد؟,إذا لم يتم ترتيب الرغبات في الفترة المحددة حسب الجدول الزمني للقبول، سيتم إلغاء الترشيح، ولا يحق للمتقدم بعد ذلك المطالبة بالمقعد.,إذا لم يُناط به تنفيذ ترتيب الرغبات في الفترة المحددة حسب الجدول الزمني للقبول؛ سيتم إلغاء الترشيح، ولا يجوز للمتقدم بعد ذلك المطالبة بالمقعد.,70.27,مرتفع,تخفيض/ضبط التشابه نحو سقف ≈75%
53,ماهي التخصصات المتاحة للقبول بالجامعة؟,يمكنك الدخول على رابط البرامج والتخصصات المتاحة على موقع بوابة القبول الإلكتروني للاطلاع عليها.,في إطار الضوابط المعلن عنها: في إطار الضوابط المعلن عنها: يمكنك الدخول على رابط البرامج والتخصصات المتاحة على موقع بوابة القبول الإلكتروني للاطلاع عليها.,52.79,متوسط,تخفيض/ضبط التشابه نحو سقف ≈75%
54,ماهي آلية المفاضلة في القبول؟,"يتم القبول عن طريق المفاضلة بين المتقدمين تنافسياً وفقاً لما يلي:
1- النسبة الموزونة.
2- ترتيب الرغبات.
3- توافر المقاعد المتاحة.
4- شروط الكليات.
(موقع الجامعة الرسمي - عمادة القبول والتسجيل - دليل القبول).","في إطار الضوابط المعلن عنها: يُناط به تنفيذ القبول من خلال المفاضلة بين المتقدمين تنافسياً وفقاً لما يلي:
1- النسبة الموزونة.
2- ترتيب الرغبات.
3- توافر المقاعد المتاحة.
4- شروط الكليات.
(موقع الجامعة الرسمي - عمادة القبول والتسجيل - دليل القبول).",67.1,مرتفع,تخفيض/ضبط التشابه نحو سقف ≈75%
55,ماهي معايير القبول في الجامعة؟,يمكن الاطلاع على معايير القبول من خلال موقع الجامعة.,في إطار الضوابط المعلن عنها: يمكن الاطلاع على معايير القبول من خلال موقع الجامعة.,68.01,مرتفع,—
56,طالب سجل العام الماضي ولم يتم قبوله، هل يمكن التسجيل من التقديم القديم أم يلزم التقديم من جديد؟,يتوجب التقديم من جديد من خلال الدخول على بوابة القبول الإلكتروني.,في إطار الضوابط المعلن عنها: يتوجب التقديم من جديد من خلال الدخول على بوابة القبول الإلكتروني.,73.35,مرتفع,—
57,هل الأولوية في القبول الجامعي للحاصلين على شهادة الثانوية العامة لهذا العام؟,"القبول يتم وفق الشروط المعلنة على موقع الجامعة.
(عمادة القبول والتسجيل - دليل القبول).","في إطار الضوابط المعلن عنها: (عمادة القبول والتسجيل - دليل القبول).
القبول يُنفّذ وفق الشروط المعلنة على موقع الجامعة.",61.82,مرتفع,تخفيض/ضبط التشابه نحو سقف ≈75%
58,هل هناك ميزة لمن قدم في اليوم الأول أو اليوم التالي أو اليوم الأخير، حسب الجدول الزمني؟,لا، المفاضلة تكون حسب النسبة الموزونة والمقاعد المتاحة.,في إطار الضوابط المعلن عنها: المفاضلة تكون حسب النسبة الموزونة والمقاعد المتاحة.، لا,58.6,متوسط,تخفيض/ضبط التشابه نحو سقف ≈75%
